"ano","sq_candidato","nome_candidato","sigla_uf","sigla_partido","qtd_doacoes","qtd_doadores","total_receita","media_receita","recursos de outros candidatos/comitês","recursos de pessoas físicas","recursos de pessoas jurídicas","recursos próprios","qtd_despesas","qtd_fornecedores","total_despesa","media_despesa","descricao_cargo","sexo","grau_instrucao","estado_civil","descricao_ocupacao","votos"
2014,120000000115,"TEREZA CRISTINA CORREA DA COSTA DIAS","MS","PSB",85,68,4010658.33,58980.2695588235,147100,279483.33,3132225,NA,3204,2364,3513660.22,1486.31989001692,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",75149
2014,120000000116,"CARLOS EDUARDO XAVIER MARUN","MS","PMDB",51,41,1406141,34296.1219512195,175650,28500,750000,20491,646,489,1363578.66,2788.50441717791,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",91816
2014,120000000117,"MARÇAL GONÇALVES LEITE FILHO","MS","PMDB",17,13,1578150,121396.153846154,521450,NA,NA,109000,243,181,1380041.78,7624.54022099448,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","VIÚVO(A)","DEPUTADO",39852
2014,120000000118,"MARIA AUXILIADORA MARTINS","MS","PSB",5,5,19150,3830,19150,NA,NA,NA,12,9,16119.88,1791.09777777778,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","OUTROS",257
2014,120000000119,"ANTONIO LUIZ TEIXEIRA EMPKE JUNIOR","MS","PMDB",20,16,137650,8603.125,81450,12500,NA,16000,390,155,85729.8,553.095483870968,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","VEREADOR",7752
2014,120000000120,"JOHNNY GUERRA GAI","MS","PMDB",12,8,72150,9018.75,21450,NA,NA,3000,41,37,72150,1950,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","VEREADOR",2258
2014,120000000121,"MARIZA ANDRADE ROCHA","MS","PSB",18,13,93150,7165.38461538462,96450,9000,NA,NA,218,117,61875.01,528.846239316239,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","VEREADOR",4267
2014,120000000122,"MARIA ELOIR RODRIGUES VILANTE","MS","PMDB",12,10,102347.76,10234.776,70300,NA,NA,33197.76,90,88,102347.76,1163.04272727273,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",2670
2014,120000000123,"CLAUDIO ALVES SERTÃO","MS","PTN",6,5,9165,1833,9315,NA,NA,NA,10,9,9165,1018.33333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",5627
2014,120000000124,"LUCIMAR FIGUEIREDO ROZA DENIS","MS","PSC",5,5,19150,3830,19150,NA,NA,NA,3,3,19150,6383.33333333333,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","VIÚVO(A)","EMPRESÁRIO",850
2014,120000000125,"LUIZ ALBERTO OVANDO","MS","PSC",21,14,24153.35,1725.23928571429,31300,NA,NA,NA,34,26,22177.33,852.974230769231,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",9476
2014,120000000127,"VALMIR MESSIAS DE MOURA FÉ","MS","PSC",7,5,19150,3830,20300,NA,NA,NA,22,18,18850,1047.22222222222,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","POLICIAL CIVIL",1321
2014,120000000130,"ANA PAULA BORTOLIERO DUTRA","MS","PT do B",11,7,19210,2744.28571428571,21450,NA,NA,60,29,19,12180.01,641.053157894737,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",446
2014,120000000131,"ANTONIO JOSÉ DE SOUZA LOBO","MS","PRTB",9,5,19150,3830,21450,NA,NA,NA,59,46,17563.2,381.808695652174,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO CIVIL APOSENTADO",509
2014,120000000133,"CLAUDIO ROBERTO SIQUEIRA LINS","MS","PT do B",12,8,26220,3277.5,28120,400,NA,NA,51,37,21970,593.783783783784,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","VEREADOR",577
2014,120000000134,"LEONISE PEREIRA DE ARAÚJO","MS","PT do B",9,5,19150,3830,21450,NA,NA,NA,27,23,19138.4,832.104347826087,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","VIÚVO(A)","COMERCIANTE",351
2014,120000000135,"CARLOS ALBERTO ALFONSO DE MELO","MS","PT do B",11,7,20155.25,2879.32142857143,21450,NA,NA,1005.25,38,25,18501.65,740.066,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",591
2014,120000000137,"ROSÂNGELA ROSEMARI SILVA","MS","PHS",8,5,19150,3830,20450,NA,NA,NA,21,13,13950,1073.07692307692,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",269
2014,120000000138,"SANDRA CARRILHO DE OLIVEIRA","MS","PHS",9,5,19150,3830,21450,NA,NA,NA,28,24,19150.06,797.919166666667,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",436
2014,120000000139,"CELESTINO GONÇALVES DE OLIVEIRA","MS","PHS",8,5,19150,3830,20450,NA,NA,NA,18,15,19148.4,1276.56,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO FEDERAL",1468
2014,120000000140,"ALDENOR DIAS CARDOSO","MS","PHS",9,6,19150.3,3191.71666666667,21300.3,NA,NA,NA,23,20,19097.4,954.87,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","DIVORCIADO(A)","OUTROS",712
2014,120000000141,"ZANON LAMUNIER DA SILVA","MS","PHS",9,6,19165,3194.16666666667,21315,NA,NA,NA,15,12,19165,1597.08333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","VIGILANTE",462
2014,120000000142,"ODAIR JOSÉ BORTOLOTI","MS","PHS",7,5,19150,3830,20300,NA,NA,NA,17,14,14650.01,1046.42928571429,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",2709
2014,120000000143,"IARA COSTA","MS","PHS",12,7,99150,14164.2857142857,111450,NA,NA,NA,71,62,100713.75,1624.41532258065,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",1518
2014,120000000145,"SONIA MARINHO DE SOUZA SILVA","MS","PHS",9,5,19150,3830,21450,NA,NA,NA,22,17,18630.3,1095.9,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","EMPRESÁRIO",100
2014,120000000146,"ASTRO REZENDE","MS","PT do B",9,5,19150,3830,21450,NA,NA,NA,46,24,14040.8,585.033333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","COMERCIANTE",392
2014,120000000147,"SILVANI GOMES TORRES","MS","PHS",9,5,19150,3830,21450,NA,NA,NA,18,14,19150,1367.85714285714,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OUTROS",98
2014,120000000417,"KELLY CRISTINA DA SILVA","MS","PRP",19,16,27998.97,1749.935625,NA,4500,NA,14.47,31,30,42978.67,1432.62233333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","OUTROS",730
2014,120000000418,"LUIZ ANTONIO DA SILVA MARTINS","MS","PRP",9,7,12984.5,1854.92857142857,NA,4500,NA,NA,30,29,22634.5,780.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",400
2014,120000000427,"WANDERLEY MACEDO LIMA","MS","PSL",19,14,36898.3,2635.59285714286,1648.3,2000,NA,3600,39,31,56767.38,1831.20580645161,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",969
2014,120000000431,"EVALDO PAVÃO SENGER","MS","PSL",17,14,48400.8,3457.2,NA,4000.8,1600,NA,78,51,39193.4,768.498039215686,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","EMPRESÁRIO",3021
2014,120000000435,"MARIA THEREZA BARBOSA DE SOUZA","MS","PSL",16,12,62552,5212.66666666667,300,49704,NA,NA,61,51,64525.2,1265.2,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","AGRICULTOR",295
2014,120000000436,"CARLOS EDUARDO LHOPI JARDIM","MS","PV",13,8,12355,1544.375,NA,700,NA,NA,36,30,23915,797.166666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",1437
2014,120000000437,"CRISTIANO JOSÉ MARTINS DE FREITAS","MS","PV",13,11,148200,13472.7272727273,NA,1750,NA,NA,221,205,142479,695.019512195122,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR",922
2014,120000000443,"RITVA CECILIA DE QUEIROZ GARCIA VIEIRA","MS","PP",15,15,22743.8,1516.25333333333,5943.8,10700,NA,6100,27,26,22382.8,860.876923076923,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",1801
2014,120000000444,"MARIA DAS DORES ROCHA","MS","PP",4,4,5583.8,1395.95,5583.8,NA,NA,NA,9,9,5553.8,617.088888888889,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",170
2014,120000000446,"OSVALDELINO ESCOBAR","MS","PP",4,4,5583.8,1395.95,5583.8,NA,NA,NA,15,15,5583.8,372.253333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","OUTROS",531
2014,120000000464,"DERLY DOS REIS DE OLIVEIRA","MS","PP",10,10,24358.8,2435.88,5583.8,500,NA,18275,19,11,12608.8,1146.25454545455,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA",11939
2014,120000000485,"KELLY CINARA AGUILHER NASCIMENTO","MS","PSOL",7,7,3582.21,511.744285714286,NA,2050,NA,NA,7,7,3582.21,511.744285714286,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",1793
2014,120000000490,"ANISIO GUILHERME DA FONSECA","MS","PSOL",7,7,3159.86,451.408571428571,NA,2050,NA,NA,7,7,3159.86,451.408571428571,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL",1434
2014,120000000491,"LUCIANA DA TRINDADE","MS","PSOL",3,3,2050,683.333333333333,NA,2050,NA,NA,3,3,2050,683.333333333333,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","DONA DE CASA",84
2014,120000000496,"SANDRO MARCELO FAUSTINO DE ALMEIDA","MS","PTB",5,5,16383.16,3276.632,15883.16,500,NA,NA,11,11,16383.16,1489.37818181818,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","AGENTE ADMINISTRATIVO",359
2014,120000000497,"VANDER LUIZ DOS SANTOS LOUBET","MS","PT",233,218,2379317.44,10914.3001834862,693762.64,664170,1487124.8,150000,4227,3129,2416602.02,772.324071588367,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",69504
2014,120000000498,"ANTONIO CARLOS BIFFI","MS","PT",150,149,1483501.76,9956.38765100671,670700,158166.36,370000,289635.4,1102,1018,1539654.82,1512.43106090373,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",53406
2014,120000000499,"YVES DROSGHIC","MS","PDT",33,30,350878.21,11695.9403333333,312038.21,40300,NA,30100,343,331,359499.01,1086.09972809668,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",3007
2014,120000000500,"JOSÉ ORCÍRIO MIRANDA DOS SANTOS","MS","PT",40,39,1298470.44,33294.1138461538,685748.99,61587.15,555500,21.17,1159,1019,1350401.57,1325.2223454367,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",160556
2014,120000000502,"CEZAR RENATO GAZOLLA","MS","PTC",5,5,343091,68618.2,338091,NA,5000,NA,277,204,302771,1484.17156862745,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",7208
2014,120000000503,"EDILSON MOREIRA DE ALENCAR","MS","PDT",21,16,213116.91,13319.806875,243201.91,NA,NA,33275,220,145,231833.31,1598.8504137931,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",1869
2014,120000000504,"NELSON DE MIRANDA OSÓRIO","MS","PTB",6,5,30833.17,6166.634,15783.17,20000,NA,50,19,17,29183.17,1716.65705882353,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MILITAR REFORMADO",1070
2014,120000000505,"ELIZABETH CRISTINA ALTAFINI DE CAMPOS","MS","PDT",15,12,52865.05,4405.42083333333,72832.6,1572.45,NA,20,18,16,62843.45,3927.715625,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",636
2014,120000000506,"WALQUÍRIA MENEZES MORAES","MS","PT",14,12,66095.83,5507.98583333333,66229,3300,NA,4350,103,82,62495.03,762.134512195122,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",511
2014,120000000507,"AMARILIS PEREIRA AMARAL SCUDELLARI","MS","PT",10,10,125608.24,12560.824,120478.99,4905,152.25,72,93,83,110372.24,1329.78602409639,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","ENFERMEIRO",2034
2014,120000000508,"DAGOBERTO NOGUEIRA FILHO","MS","PDT",36,32,1419948,44373.375,971801.68,63200,175000,371506.32,1308,1131,1627864.39,1439.31422634836,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",54813
2014,120000000509,"FABRÍCIO VENTUROLI LUNARDI","MS","PROS",17,17,135760,7985.88235294118,1e+05,15100,8180,6600,47,46,135609.37,2948.0297826087,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","FISCAL",9530
2014,120000000510,"ANASTÁCIO PERALTA","MS","PT",11,11,68058.99,6187.18090909091,66128.99,1930,NA,NA,43,37,66438.69,1795.64027027027,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",2622
2014,120000000512,"ODILON VASQUES DO PRADO","MS","PSDC",6,4,25950,6487.5,NA,300,NA,15650,30,28,42541,1519.32142857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","OUTROS",1634
2014,120000000513,"MARIA FELIX DE CARVALHO","MS","PT",10,10,69778.99,6977.899,66028.99,3750,NA,NA,45,40,63049.31,1576.23275,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",1041
2014,120000000514,"MARCELINO NUNES DE OLIVEIRA","MS","PROS",8,8,164230,20528.75,105780,12000,450,1000,168,127,145343.92,1144.44031496063,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",5308
2014,120000000515,"ANTONIO FERREIRA DA CRUZ FILHO","MS","PR",7,5,300742.85,60148.57,NA,100,NA,NA,54,41,322004.23,7853.76170731707,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",34086
2014,120000000516,"ALIR TERRA LIMA","MS","PR",22,17,145522.85,8560.16764705882,7500,23100,NA,900,474,336,244633.95,728.077232142857,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",1948
2014,120000000517,"MARIO CESAR FONSECA DA SILVA","MS","PC do B",34,27,608440,22534.8148148148,NA,35900,2000,NA,386,332,598542.76,1802.83963855422,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",2061
2014,120000000519,"PAULO BORGES BEVILAQUA DA SILVA","MS","PROS",4,4,86000,21500,NA,NA,75000,1000,129,111,77397.27,697.272702702703,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","VEREADOR",1491
2014,120000000589,"SILVIO CÉSAR SOARES DOS SANTOS","MS","PHS",9,5,19150,3830,21450,NA,NA,NA,37,29,17860.15,615.86724137931,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","JORNALISTA E REDATOR",100
2014,120000000630,"RICARDO CHIMIRRI CANDIA","MS","PMDB",13,8,169150,21143.75,71450,NA,NA,NA,168,156,185126.75,1186.70993589744,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",3532
2014,120000000663,"ARILDO SOARES DELGADILHO","MS","PSL",11,9,34550,3838.88888888889,200,3000,NA,NA,23,21,42526.06,2025.05047619048,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",255
2014,120000000673,"ISAIAS FERREIRA BITTENCOURT","MS","PRB",9,5,110150,22030,112450,NA,NA,NA,29,23,103001.12,4478.30956521739,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO CIVIL APOSENTADO",35054
2014,130000000111,"ADILSON JORGE ROSSY DOS SANTOS","MG","PTB",2,2,4200,2100,NA,200,NA,NA,2,2,4200,2100,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SEPARADO(A) JUDICIALMENTE","OUTROS",2773
2014,130000000112,"ANTÔNIO ARQUIMEDES BORGES DE OLIVEIRA","MG","PTB",55,42,969777.37,23089.9373809524,5104.76,6875,NA,1034415.99,689,486,809562.85,1665.76718106996,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","AGRÔNOMO",42079
2014,130000000115,"CHARLES CARDOSO DE JESUS","MG","PTB",16,15,13502,900.133333333333,1382,2300,NA,6120,20,20,13779.15,688.9575,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",3278
2014,130000000116,"DEUSDEDIT BERNARDO DOS REIS","MG","PMN",9,9,3677.5,408.611111111111,1367.5,650,NA,1660,13,13,3663.3,281.792307692308,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","COMERCIANTE",2054
2014,130000000117,"EDNEIA SOUSA LIMA","MG","PTB",2,2,4200,2100,NA,200,NA,NA,2,2,4200,2100,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS",419
2014,130000000118,"ELISEU ANTONIO DE ASSIS","MG","PTB",13,9,13280,1475.55555555556,380,1900,NA,12400,38,35,18062.38,516.068,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",2280
2014,130000000119,"ERNANE RIBEIRO PITANGUI","MG","PMN",4,4,9105,2276.25,NA,NA,NA,9105,12,12,9105,758.75,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SERVIDOR PÚBLICO CIVIL APOSENTADO",2439
2014,130000000120,"EROS FERREIRA BIONDINI","MG","PTB",96,75,621129.15,8281.722,18226.17,255279.65,364803.33,7300,494,386,637384.55,1651.25531088083,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",179073
2014,130000000122,"EUCLYDES MARCOS PETTERSEN NETO","MG","PTB",115,94,721441.31,7674.90755319149,10301.68,193138,625528.63,NA,740,711,794329.7,1117.20070323488,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",42525
2014,130000000123,"EVANILDA GOMES DE PAIVA","MG","PMN",6,6,5252.5,875.416666666667,542.5,NA,NA,710,9,9,5233,581.444444444444,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","DONA DE CASA",507
2014,130000000124,"GILBERTO BERNAL JUNIOR","MG","PMN",13,13,166612.29,12816.33,NA,7500,33500,125612.29,313,252,157850.32,626.390158730159,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",14010
2014,130000000125,"GILBERTO SILVA","MG","PMN",5,5,6545,1309,205,NA,NA,1940,10,10,6948.4,694.84,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR",728
2014,130000000127,"JANDER MUNIZ FILARETTI","MG","PTB",30,27,138141,5116.33333333333,NA,22800,66041,36800,96,84,153355.85,1825.66488095238,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","COMERCIANTE",16820
2014,130000000129,"JORCELINO CARDOSO SOARES","MG","PTB",5,5,4680,936,200,400,NA,80,7,7,4680,668.571428571429,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",388
2014,130000000131,"JOSE CARLOS NETO","MG","PTB",6,6,5915.7,985.95,NA,1390,NA,525.7,11,9,6387.85,709.761111111111,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",1338
2014,130000000132,"JOSÉ RICARDO SÍRIO","MG","PMN",25,23,23898.38,1039.06,205,10883.55,4260,6019.83,34,33,24898.38,754.496363636364,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR",10052
2014,130000000133,"JOÃO FRANCISCO SOUZA NETO","MG","PMN",50,49,431476.2,8805.63673469388,NA,44500,375784.2,NA,463,433,410372.91,947.743441108545,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","DIRETOR DE EMPRESAS",12963
2014,130000000134,"LEONE MACIEL FONSECA","MG","PMN",87,85,264930.22,3116.82611764706,1752.5,133232.85,64552.37,51700,322,314,263459.71,839.043662420382,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",33559
2014,130000000135,"LUCIANO PALMA PROCÓPIO BRETAS","MG","PTB",27,27,83967,3109.88888888889,11760,20500,46750,957,117,92,74672.53,811.657934782609,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","COMERCIANTE",8120
2014,130000000137,"MARCO ANTÔNIO VILAS BOAS","MG","PMN",53,44,70033.43,1591.66886363636,1320,1700,NA,101274.26,293,176,94418.49,536.468693181818,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO CIVIL APOSENTADO",2403
2014,130000000138,"MARIA DA PENHA DE JESUS","MG","PTB",1,1,200,200,NA,200,NA,NA,1,1,200,200,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA",175
2014,130000000139,"MARIA DE LOURDES RIBEIRO","MG","PTB",1,1,200,200,NA,200,NA,NA,1,1,200,200,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","DONA DE CASA",97
2014,130000000140,"MAURA MARIA DA SILVA FOUREAUX MACEDO","MG","PTB",1,1,200,200,NA,200,NA,NA,1,1,200,200,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","PROFESSOR DE ENSINO MÉDIO",1126
2014,130000000141,"MAURO JORGE DE PAULA BOMFIM","MG","PMN",43,37,141198.6,3816.17837837838,3867,NA,28146,53000,173,150,155940.18,1039.6012,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",13964
2014,130000000142,"MOABE SIDONIO DA SILVA","MG","PMN",4,4,4605,1151.25,205,NA,NA,NA,4,4,4605,1151.25,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)",289
2014,130000000143,"MÁRCIO APARECIDO MARTINS DE SOUZA","MG","PMN",8,7,13616.7,1945.24285714286,NA,NA,NA,17116.7,20,19,17095.25,899.75,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",1113
2014,130000000148,"RENATO FABIANO MATHEUS","MG","PMN",4,4,4605,1151.25,205,NA,NA,NA,4,4,4605,1151.25,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",659
2014,130000000149,"RICARDO ASSUNÇÃO","MG","PTB",69,66,322183.45,4881.56742424242,1185,148032.85,212100,175.6,413,378,348543.15,922.071825396825,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","VEREADOR",20145
2014,130000000152,"VILSON ANTONIO DOS SANTOS","MG","PTB",53,52,114518.82,2202.285,205,93529,5000,14284.82,202,176,116370.58,661.196477272727,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",9562
2014,130000000275,"IZABELLA LOURENÇA AMORIM ROMUALDO","MG","PSTU",26,23,2962.56,128.806956521739,NA,60,NA,NA,37,34,2861.83,84.1714705882353,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",1223
2014,130000000276,"JORDANO CARVALHO DOS SANTOS","MG","PSTU",32,30,8837.84,294.594666666667,NA,3215,NA,198,43,39,7636.96,195.819487179487,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","TRABALHADOR METALÚRGICO E SIDERÚRGICO",2896
