"ano","sequencial_candidato","nome","uf","partido","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos/comites","recursos_de_pessoas_fisicas","recursos_de_pessoas_juridicas","recursos_proprios","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","cargo","sexo","grau","estado_civil","ocupacao","votos"
2006,10793,"RAIMUNDO JOSÉ FERREIRA FILHO","PE","PHS",4,4,500.96,125.24,486.4,NA,NA,14.56,5,5,500.96,100.192,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",1090
2006,10793,"SEBASTIANA DE LURDES SANTOS DE LACERDA","PR","PSDB",1,1,700,700,700,NA,NA,NA,1,1,700,700,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",869
2006,10794,"CIRO GILMAR CAMPOS","PR","PSDB",7,5,NA,NA,NA,NA,1000,500,19,19,11353.94,597.575789473684,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",4716
2006,10794,"GILBERTO FERNANDES DE FRANÇA E SILVA.","PE","PHS",3,3,486.4,162.133333333333,486.4,NA,NA,NA,3,3,486.4,162.133333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","COMERCIANTE",335
2006,10795,"LUIZ CARLOS SANCHES","PR","PSDB",1,1,700,700,700,NA,NA,NA,1,1,700,700,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","CONTADOR",511
2006,10796,"JACOB ALFREDO STOFFELS KAEFER","PR","PSDB",46,33,2001689.09,60657.2451515151,700,1000,1997989.09,952000,3777,3384,2167448.29,640.498903664303,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",158659
2006,10797,"GUSTAVO BONATO FRUET","PR","PSDB",28,27,587599.66,21762.9503703704,NA,109898,297701.66,210000,214,200,610382.83,3051.91415,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","DEPUTADO",210674
2006,10798,"JOSÉ FRANCISCO PEREIRA SOBRINHO","PE","PHS",3,3,486.4,162.133333333333,486.4,NA,NA,NA,3,3,486.4,162.133333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OPERADOR DE EQUIPAMENTO DE RÁDIO, TELEVISÃO, SOM E CINEMA",1275
2006,10799,"JOSÉ LUCIANO PONTE LINHARES","CE","PSOL",13,13,33620,2586.15384615385,NA,6400,600,26620,37,37,33597.07,908.028918918919,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",11813
2006,10799,"SERGIO LUIZ DE SOUZA","PR","PSDB",1,1,1,1,NA,NA,NA,1,1,1,1,1,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",2608
2006,10800,"AMADEU ALVES DE OLIVEIRA FILHO","PR","PSDB",7,7,11250.5,1607.21428571429,825.5,4000,NA,6425,13,13,11250.5,865.423076923077,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ODONTÓLOGO",2354
2006,10800,"JOSE OSEAS DA COSTA","RS","PSC",2,2,2050,1025,NA,NA,NA,2050,4,4,2049.45,512.3625,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÚSICO",17332
2006,10801,"ARISTIDES GIRARDI","PR","PSDB",4,4,7825.5,1956.375,825.5,4000,3000,NA,30,30,7821.29,260.709666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA",984
2006,10801,"GERALDO FERREIRA DOS PASSOS","RS","PSC",6,6,9900,1650,NA,4900,NA,5000,38,37,9600,259.459459459459,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",3804
2006,10801,"JOAQUIM QUINTILIANO DA FONSECA JUNIOR","BA","PSB",11,10,30831.13,3083.113,NA,1000,2000,23270,18,18,30788.45,1710.46944444444,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",8403
2006,10803,"EUCLIDES FRANCISCO","RS","PSC",3,3,742.52,247.506666666667,NA,NA,NA,742.52,15,12,717.36,59.78,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",803
2006,10804,"JEANE ALVES CRUZ MORAIS","BA","PSB",11,11,13710,1246.36363636364,NA,2410,5900,1000,32,30,13186.37,439.545666666667,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",17352
2006,10805,"EDSON LUIZ RAMOS DANTAS","BA","PSB",13,13,62925,4840.38461538462,5325,1800,14300,41500,38,34,54277.98,1596.41117647059,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",15705
2006,10806,"GILZETE DA SILVA MOREIRA","BA","PSB",29,28,28096.02,1003.42928571429,4266,7872.62,4800,12890.4,43,42,28096.02,668.952857142857,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",12255
2006,10806,"VILNEI OLIVEIRA DA SILVA","RS","PSC",2,2,2885,1442.5,2885,NA,NA,NA,2,2,2885,1442.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","OUTROS",318
2006,10807,"AGIS CARAIBA DOS SANTOS","RS","PSC",1,1,1700,1700,NA,NA,NA,1700,8,8,1697.92,212.24,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",788
2006,10808,"EDIVALDO PINTO DE SOUZA","BA","PSB",2,2,300,150,300,NA,NA,NA,2,2,300,150,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SEPARADO(A) JUDICIALMENTE","OUTROS",402
2006,10808,"ELIAS DE MELO DOMINGUES","RS","PSC",10,10,5351.2,535.12,NA,1571,NA,3780.2,43,36,5318.95,147.748611111111,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","TÉCNICO EM AGRONOMIA E AGRIMENSURA",2107
2006,10809,"TADEU RIBEIRO SANCHES","BA","PSB",2,2,300,150,300,NA,NA,NA,2,2,300,150,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",520
2006,10814,"AIRTON CORREA DOS SANTOS","RS","PHS",1,1,12,12,NA,NA,NA,12,1,1,12,12,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS",664
2006,10815,"ADEMIR WILSON DE CESARO","RS","PHS",15,15,16220,1081.33333333333,NA,5850,5400,550,33,26,12333.32,474.358461538462,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",9787
2006,10816,"MAURO SIPRIANO NUNES DOS SANTOS","RS","PHS",4,4,376.65,94.1625,NA,NA,NA,376.65,9,7,360.17,51.4528571428571,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","OUTROS",479
2006,10819,"CLAUDIO ALMIR FALCAO DO SANTOS","RS","PHS",1,1,31,31,NA,NA,NA,31,1,1,31,31,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","OUTROS",1712
2006,10820,"JAIR CARLINHOS LAUXEN","RS","PHS",1,1,500,500,NA,500,NA,NA,13,13,498.48,38.3446153846154,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",1894
2006,10821,"NIVEO CESAR FRIEDRICH","RS","PHS",13,13,26265,2020.38461538462,NA,6500,500,19265,126,117,37714.64,322.34735042735,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",2219
2006,10822,"LAUREA MARTINS XAVIER","RS","PHS",3,3,760,253.333333333333,NA,500,200,60,30,22,2220.45,100.929545454545,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",353
2006,10824,"ADAO MOACIR GEGLER","RS","PTC",5,5,575,115,NA,NA,NA,575,17,13,436.49,33.5761538461538,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",515
2006,10824,"FRANCISCO IVANILDO VIEIRA DE MELO","SP","PMN",4,3,2700,900,NA,NA,NA,3100,13,12,3082.57,256.880833333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",1687
2006,10825,"JOEL HURTADO SIERRA","SP","PMN",1,1,200,200,NA,200,NA,NA,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","OUTROS",270
2006,10826,"JOAO ALCANTARA CINTAS","SP","PMN",6,5,1164.2,232.84,NA,NA,550,764.2,6,6,1273,212.166666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","AGENCIADOR DE PROPAGANDA",881
2006,10828,"CARLOS AUGUSTO ALVES SANTANA","RJ","PT",18,18,396900,22050,NA,122900,255000,19000,81,79,389175.74,4926.27518987342,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","FERROVIÁRIO",61792
2006,10828,"VANDERLINO BATISTA MACHADO","SP","PMN",5,5,1481.46,296.292,125,600,NA,756.46,10,9,1456.58,161.842222222222,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS",624
2006,10829,"ANTONIO FLAVIO DE FAZIO","SP","PMN",1,1,600,600,NA,NA,NA,600,9,9,599.99,66.6655555555556,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",282
2006,10829,"JULIO CESAR RIBEIRO DA SILVA","RJ","PT",1,1,81,81,NA,81,NA,NA,1,1,80,80,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","FIANDEIRO, TECELÃO, TINGIDOR E ASSEMELHADOS",706
2006,10829,"ONYX DORNELLES LORENZONI","RS","PFL",35,33,517432.79,15679.7815151515,15000,4700,469475.84,8206.95,817,591,472259.02,799.084636209814,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VETERINÁRIO",112764
2006,10830,"ALBERTO LUCIO VALENTIM DE SOUZA","RJ","PT",1,1,300,300,300,NA,NA,NA,1,1,300,300,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",1556
2006,10830,"JOSE DOS REIS MACHADO","SP","PMN",3,3,809.06,269.686666666667,NA,NA,NA,809.06,7,7,809.06,115.58,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",229
2006,10831,"LEDIR BASTOS SILVESTRE","RJ","PT",3,3,2050,683.333333333333,NA,1050,NA,1000,8,6,2027.06,337.843333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","COMERCIANTE",1049
2006,10831,"SEBASTIAO MARTINS DE AZEVEDO","SP","PMN",4,4,1040,260,NA,NA,NA,1040,2,2,620,310,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","GERENTE",591
2006,10832,"FRANCISCO JOSE D'ANGELO PINTO","RJ","PT",52,52,438943.42,8441.21961538462,NA,80476.75,358466.67,NA,79,73,425396.55,5827.35,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","MÉDICO",68918
2006,10832,"LUCAS ALBANO RIBEIRO DOS SANTOS","SP","PMN",2,2,1265,632.5,765,NA,NA,500,2,2,1265,632.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",2685
2006,10833,"EDSON SANTOS DE SOUZA","RJ","PT",44,43,NA,NA,810,30400,130000,5000,80,77,173122.42,2248.34311688312,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","VEREADOR",105114
2006,10834,"LUIZ SERGIO NOBREGA DE OLIVEIRA","RJ","PT",30,25,601765,24070.6,4765,11400,771400,NA,209,159,701523.88,4412.09987421384,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","DEPUTADO",78781
2006,10835,"ALCIDES RODRIGUES CINTRA","SP","PMN",1,1,1380,1380,NA,NA,NA,1380,1,1,1380,1380,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO FEDERAL",227
2006,10835,"MARIA APARECIDA DIOGO BRAGA","RJ","PT",49,48,NA,NA,5419,46490,145000,13800,133,117,205568.66,1756.99709401709,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",70540
2006,10835,"NEOLANGE CULAU BRANDÃO","RS","PP",36,33,36222.36,1097.64727272727,2476.98,18723.98,3100,12131.4,118,88,35690.5,405.573863636364,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","AGRICULTOR",3572
2006,10836,"GILMAR TIETBOHL RODRIGUES","RS","PP",11,10,85752.46,8575.246,2476.98,2400,90875.48,10000,196,175,98290.42,561.659542857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",5748
2006,10837,"CÁSSIO SANTOS MACHADO","BA","PV",4,4,3350,837.5,NA,NA,NA,3350,10,10,3350,335,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",1269
2006,10837,"JOÃO CARLOS CAVALHEIRO NEDEL","RS","PP",20,20,157797.57,7889.8785,NA,9800,141497.57,6500,393,305,153813.15,504.305409836066,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","CONTADOR",16720
2006,10837,"WILSON DIAS RIBEIRO","SP","PMN",1,1,100,100,NA,100,NA,NA,2,2,100.38,50.19,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","OUTROS",247
2006,10838,"EDIGAR EVANGELISTA DOS ANJOS","BA","PV",6,6,9720,1620,NA,3800,3720,2200,23,23,9695.43,421.540434782609,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","CANTOR E COMPOSITOR",23411
2006,10838,"JOSE EDUARDO DA SILVA","SP","PMN",6,5,2100,420,NA,1050,NA,1150,18,17,2199.49,129.381764705882,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",334
2006,10838,"VILSON LUIZ COVATTI","RS","PP",125,120,297390.4,2478.25333333333,6792.18,10000,148154.59,142943.63,212,169,280425.37,1659.32171597633,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",168320
2006,10839,"JOSÉ ALVES SECUNDO","BA","PV",10,10,26899.45,2689.945,NA,1300,NA,25599.45,112,100,26346.04,263.4604,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",6505
2006,10839,"JOSÉ OTÁVIO GERMANO","RS","PP",100,95,597578.98,6290.30505263158,2442.98,130109,482527,NA,422,369,536452.62,1453.80113821138,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",195822
2006,10839,"ZAQUEU DA SILVA TEIXEIRA","RJ","PT",35,35,55687.98,1591.08514285714,NA,26306.96,14381.02,15000,53,35,45368.78,1296.25085714286,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","POLICIAL CIVIL",22994
2006,10840,"ALVARO FREIRE DA MOTTA","RJ","PT",4,4,9100,2275,400,4700,NA,4000,2,2,1450,725,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",2213
2006,10840,"JOSÉ CARLOS BRITO LACERDA","BA","PV",1,1,900,900,NA,900,NA,NA,1,1,900,900,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","COMERCIANTE",2978
2006,10840,"MARCELO REVOREDO","SP","PMN",1,1,75,75,NA,NA,NA,75,2,2,75.28,37.64,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA",284
2006,10841,"APOSTOLOS CHRISTOS GEORGOPOULOS","SP","PMN",6,6,1620,270,NA,540,600,480,14,13,1619.65,124.588461538462,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR",509
2006,10841,"ERICO DA SILVA RIBEIRO","RS","PP",50,37,NA,NA,2442.98,142700,70883.25,144997.64,321,278,332070.29,1194.49744604317,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","DEPUTADO",32097
2006,10841,"JORGE RICARDO BITTAR","RJ","PT",139,117,NA,NA,2366.67,77500,575757.38,NA,197,179,632854.29,3535.49882681564,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",79947
2006,10841,"JOSÉ BARBOSA FILHO","BA","PV",6,6,7900,1316.66666666667,NA,1000,NA,6900,22,22,7900,359.090909090909,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",1765
2006,10841,"JOSÉ FERREIRA MARTINS","PR","PSC",1,1,2700,2700,NA,NA,NA,2700,6,6,2695.2,449.2,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SEPARADO(A) JUDICIALMENTE","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",371
2006,10842,"ANTONIO CARLOS SILVA BISCAIA","RJ","PT",15,14,194500,13892.8571428571,NA,55600,1e+05,43900,134,104,182454.4,1754.36923076923,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",55909
2006,10842,"ARNALDO GERMANO ETCHALUS","RS","PP",1,1,2476.98,2476.98,2476.98,NA,NA,NA,1,1,2476.98,2476.98,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","VIÚVO(A)","ADMINISTRADOR",1519
2006,10842,"EDSON GONÇALVES DUARTE","BA","PV",29,28,58896.27,2103.43821428571,NA,20675.53,24800,15420.74,118,72,46152.35,641.004861111111,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",27729
2006,10842,"FRANCISCO MENDES FEITOZA","SP","PMN",3,3,830,276.666666666667,NA,500,NA,330,4,4,830,207.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","MESTRE E CONTRAMESTRE DE EMBARCAÇÃO",954
2006,10843,"ANTONIO JOSE DE SOUZA","SP","PMN",8,8,3014.99,376.87375,NA,1184,1500,330.99,45,37,2911.69,78.6943243243243,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",537
2006,10843,"PAULO RICARDO DE SOUZA IDIART","RS","PP",1,1,2476.98,2476.98,2476.98,NA,NA,NA,1,1,2476.98,2476.98,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",548
2006,10844,"ANDRE MAGALHAES BARROS","RJ","PT",10,10,9300,930,1600,4700,NA,3000,17,17,8422.08,495.416470588235,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",2650
2006,10844,"ANTONIO JOSE DO NASCIMENTO","SP","PMN",1,1,500,500,NA,NA,NA,500,1,1,500,500,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","OUTROS",850
2006,10844,"LUIZ CARLOS TRAMONTINI","RS","PP",13,11,22488.68,2044.42545454545,2442.98,12073.3,9022.4,1050,69,59,24534.86,415.845084745763,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",11768
2006,10845,"AMARO DOS SANTOS FILHO","BA","PV",5,5,2000,400,NA,NA,NA,2000,16,16,1996.73,124.795625,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",1466
2006,10845,"CARLOS ALBERTO IVANIR DOS SANTOS","RJ","PT",25,24,6125,255.208333333333,125,6000,50,NA,60,48,5896.79,122.849791666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PEDAGOGO",7636
2006,10845,"JOSE OSVALDO ALVES","SP","PMN",2,2,1220,610,NA,NA,NA,1220,4,4,870,217.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",402
2006,10845,"RENATO DELMAR MOLLING","RS","PP",32,31,157165.28,5069.84774193548,18507.98,1442.02,142215.28,NA,119,109,150147.93,1377.50394495413,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",69959
2006,10846,"ADELMO ALMEIDA DE MENEZES","BA","PV",2,2,2800,1400,NA,NA,NA,2800,5,5,2800,560,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","REPRESENTANTE COMERCIAL",1952
2006,10846,"CARLOS ROBERTO FERREIRA","RJ","PT",12,12,24056.5,2004.70833333333,1506.5,19550,3000,NA,22,18,18816.13,1045.34055555556,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",18135
2006,10846,"DENIS DIB","RS","PP",7,6,10392.98,1732.16333333333,2442.98,2150,NA,7300,45,37,11862.62,320.611351351351,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",10401
2006,10846,"NEUSA DOS ANJOS RUOTOLO","SP","PMN",4,4,819,204.75,NA,NA,NA,819,7,6,798.14,133.023333333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",89
2006,10847,"IMIDIO JOSÉ GOBBI","RS","PP",26,22,24778.78,1126.30818181818,2476.98,NA,NA,26801.8,29,29,29278.78,1009.61310344828,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",3054
2006,10847,"SILVIA REGINA MONTEIRO DE LIMA BASSETTO","SP","PMN",2,2,900,450,NA,300,600,NA,2,2,900,450,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",549
2006,10848,"JONES CESAR GUIMARAES","RJ","PT",12,11,10225,929.545454545455,4700,5000,NA,1525,20,19,10452.38,550.125263157895,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",5245
2006,10848,"JOSE MAURICIO FERREIRA","SP","PMN",2,2,750,375,600,NA,NA,150,2,2,750,375,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO MUNICIPAL",427
2006,10848,"RANGEL DE CAMARGO RODRIGUES","RS","PP",11,7,7784.98,1112.14,2476.98,1150,5000,1358,62,53,9877.22,186.362641509434,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",2285
2006,10849,"ANTONIO FERNANDO RANGEL DOS SANTOS","RJ","PT",3,3,1724,574.666666666667,400,NA,NA,1324,2,2,1735.75,867.875,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","COMERCIANTE",2439
2006,10849,"CLOVES LISBOA MEDEIROS","SP","PMN",6,6,1080,180,550,300,NA,230,18,15,1088.78,72.5853333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",455
2006,10850,"JOSE DE CASTRO VIANA","RJ","PT",5,5,4260,852,4100,NA,NA,160,3,3,4100,1366.66666666667,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",8820
2006,10850,"LUIS CARLOS HEINZE","RS","PP",208,196,923034.97,4709.36209183674,NA,185094.54,804562.6,4757.45,927,819,890467.81,1087.26228327228,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",205734
2006,10851,"FRANCISCO HERONIDES FERREIRA DE FARIAS","SP","PMN",4,4,1280,320,NA,NA,NA,1280,28,28,1273.77,45.4917857142857,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","ENCANADOR, SOLDADOR, CHAPEADOR E CALDEIREIRO",840
2006,10851,"MÁRIO AUGUSTO RIBAS DO NASCIMENTO","RS","PP",17,16,57552.97,3597.060625,2492.98,25360,23699.99,8000,58,53,59515.64,1122.93660377358,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",24289
2006,10852,"ANDRE INACIO DOS SANTOS","RJ","PT",13,12,21771.5,1814.29166666667,3921.5,2050,16300,NA,37,34,21832.12,642.121176470588,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR",19453
2006,10852,"MARCUS ANTONIO D'ARRIGO","RS","PP",13,13,79072.98,6082.53692307692,2476.98,500,69700,6396,58,56,77394.98,1382.05321428571,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",5505
2006,10853,"GILVAN ROBERTO FONTOURA","RS","PP",11,9,39976.98,4441.88666666667,2476.98,NA,26000,23500,75,61,41894.7,686.798360655738,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","MÉDICO",4162
